ViolationTypeID,ViolationType,ViolationCategoryID,ViolationDeduction,RiskCategory,T_Stamp
1305,"17352 - Facility Access Security",59,0,"",
1306,"17353 - Vector Control",59,0,"",
1307,"17354 - Storage",59,0,"",
1308,"17355 - Disposal",59,0,"",
1309,"17356 - Indoor Storage",59,0,"",
1310,"PRC 44002 - Operator Authorized By SWF Permit",60,0,"",
1311,"PRC 44004 - Significant Change",60,0,"",
1312,"PRC 44014(b) - Operator Complies w/Terms & Conditions",60,0,"",
1313,"21640 - Permit Review Application",60,0,"",
1314,"21600 - Report Of Disposal Site Information",60,0,"",
1315,"17897.15 - Schedules Of Compliance",60,0,"",
1316,"17897.16 - General Standards",60,0,"",
1317,"17897.18(a) - Designated ACW Disposal Area",60,0,"",
1318,"17897.18(b) - Site Control Program",60,0,"",
1319,"17897.18(c) - ACW Not Disposed with Refuse",60,0,"",
1320,"17897.18(d) - Control Of Visible Emissions",60,0,"",
1321,"17897.18(e) - Maintain Integrity Of Containers And/Or Packing",60,0,"",
1322,"17897.18(f) - No Compaction Prior to Cover",60,0,"",
1323,"17897(g) - Cover",60,0,"",
1324,"17897 (h) - Cover Frequency",60,0,"",
1325,"17897.19(a) - EPA ID Number",60,0,"",
1326,"17897.19(b)(1) - Additional Site Security",60,0,"",
1327,"17897.19(b)(1)(A) - Continuous Surveillance System",60,0,"",
1328,"17897.19(b)(1)(B) - Warning Sign(s)",60,0,"",
1329,"17897.20 - Operator Inspection Requirements",60,0,"",
1330,"17897.19(b)(2) - Disposal Site Record",60,0,"",
1331,"17987.19(b)(2)(A) - Land Disposal Restrictions",60,0,"",
1332,"17897.19(b)(2)(B) - Operating Record",60,0,"",
1333,"17897.19(b)(3) - Financial Responsibility",60,0,"",
1334,"17897.19(c)(1) - Contingency Plan",60,0,"",
1335,"17897.19(c)(2) - Personnel Training",60,0,"",
1336,"17987.2(b) - Submit Plan For Approval To EA",60,0,"",
1337,"17897.2(c)-(d) - Plan Preparation And Rescheduled Start Date",60,0,"",
1338,"17987.24 - Compliance With Closure/Post Closure Requirements",60,0,"",
1339,"PRC 44002 - Operator Authorized By SWF Permit",61,0,"",
1340,"PRC 44004 - Significant Change",61,0,"",
1341,"PRC 4401(b) - Operator Complies W/Terms and Conditions",61,0,"",
1342,"18105.1 - Filing Requirements",61,0,"",
1343,"18105.7 - Change In Operation",61,0,"",
1344,"18105.8(a) - Change In Owner",61,0,"",
1345,"18105.9(c) - Permit Certification or Permit Review App",61,0,"",
1346,"18224 - Report Of Contaminated Soil Disposal Site Info",61,0,"",
1347,"18103.1 - Filing Requirements",61,0,"",
1348,"17364.1(a) - Post Closure Land Use",61,0,"",
1349,"17364.1(b) - Intermediate Cover Stabalized",61,0,"",
1363,"17434.2 - General Design",61,0,"",
1364,"17364.3(a) - Litter, Nuisances, Dust, and Noise",61,0,"",
1365,"17364.3(b) - Unauthorized Access",61,0,"",
1366,"17364.3(c) - Traffic Control",61,0,"",
1367,"17364.3(d) - Signs",61,0,"",
1368,"17364.3(e) - Communications",61,0,"",
1369,"17365(a) - Records Accessible",61,0,"",
1370,"17365(b) - Special Occurences",61,0,"",
1371,"17365(c) - Public Comments",61,0,"",
1372,"17365(d) - Constitutent Type/Concentration & Soil Qty",61,0,"",
1373,"17366(a) - Notice of Intent to Perform Site Restoration",61,0,"",
1374,"17366(b) - Restoration Protects Public H&S And Enviro",61,0,"",
1375,"17366(c) - Site Restoration Procedures",61,0,"",
1376,"17388.3 - EA Notification",62,0,"",
1377,"17388.3(a) - WDR/Exemption EA Submittal",62,0,"",
1378,"17388.3(c) - Disposal OPR Plan EA Submittal",62,0,"",
1379,"17389 - Record",62,0,"",
1380,"17390 - Operation Plan",62,0,"",
1381,"20510 - Disposal Site Records",62,0,"",
1382,"20517 - Document Approvals/Requirements",62,0,"",
1383,"20520 - Signs",62,0,"",
1384,"20530 - Site Security",62,0,"",
1385,"20540 - Roads",62,0,"",
1386,"20550 - Sanitary Facilities",62,0,"",
1387,"20560 - Drinking Water",62,0,"",
1388,"20570 - Communications Facilities",62,0,"",
1389,"20580 - Lighting",62,0,"",
1390,"20590 - Personnel Health & Safety",62,0,"",
1391,"20610 - Training",62,0,"",
1392,"20615 - Supervision",62,0,"",
1393,"20620 - Site Attendant",62,0,"",
1394,"20630 - Confined Unloading",62,0,"",
1395,"20650 - Grading Of Fill Surfaces",62,0,"",
1396,"20660 - Stockpiling",62,0,"",
1397,"20710 - Scavenging/Salvaging/Storage",62,0,"",
1398,"20720 - Non-Salvageable Items",62,0,"",
1399,"20730 - Volume Reduction/Energy Recovery",62,0,"",
1400,"20740 - Equipment",62,0,"",
1401,"20750 - Site Maintenance",62,0,"",
1402,"20760 - Nuisance Control",62,0,"",
1403,"20770 - Animal Feeding",62,0,"",
1404,"20780 - Open Burning/Burning Wastes",62,0,"",
1405,"20790 - Leachate Control",62,0,"",
1406,"20800 - Dust Control",62,0,"",
1407,"20810 - Vector and Bird Control",62,0,"",
1408,"20820 - Drainage & Erosion Control",62,0,"",
1409,"20830 - Litter Control",62,0,"",
1410,"20840 - Noise Control",62,0,"",
1411,"20860 - Traffic Control",62,0,"",
1412,"20870 - Hazardous Wastes",62,0,"",
1413,"20900 - Air Criteria",62,0,"",
1414,"17388.3(e) - Annual Disposal Reporting",62,0,"",
1415,"17388.3(f) - Deed/County Recorder",62,0,"",
1416,"17388.3(g) - Final Cover",62,0,"",
1417,"17388.3(h) - Three Strikes",62,0,"",
1418,"17388.3(f) - Miscellaneous",62,0,"",
1419,"PRC 44002 - OPR Auth By SWF Permit",63,0,"",
1420,"PRC 44004 - Significant Change",63,0,"",
1421,"PRC 4401(b) - Operator Complies W/Terms & Cond of Permit",63,0,"",
1422,"17377.3 - Standardized Permit Req",63,0,"",
1423,"18105.9 - Standardized Permit Review",63,0,"",
1424,"18226 - Report of Disposal Site Info",63,0,"",
1425,"21640 Title 27 - Full Permit Review",63,0,"",
1426,"17377.2 - EA Notification Filing Req",63,0,"",
1427,"17378.1(a) - Siting on Closed Landfills",63,0,"",
1428,"17378.1(b) - Int Cover (Foundation Stable)",63,0,"",
1429,"17378.1(c) - Int. Cover (Operations/Closure)",63,0,"",
1430,"17378.2 - General Design Requirements",63,0,"",
1431,"17378.3(a) - Nuisance, Noise & Hazards",63,0,"",
1432,"17378.3(b) - Unauthorized Access",63,0,"",
1433,"17378.3(c) - Traffic Control",63,0,"",
1434,"17378.3(d) - Visibility",63,0,"",
1435,"17378.3(e) - Drainage Control",63,0,"",
1436,"17378.3(f) - Signs",63,0,"",
1437,"17378.3(g) - Communications Equipment",63,0,"",
1438,"17379.1(a) - Notice of Intent To Restore",63,0,"",
1439,"17379.1(b) - Site Restoration",63,0,"",
1440,"17379.1(c) - Restoration Procedures",63,0,"",
1441,"17379(a) - Inspection Of Records",63,0,"",
1442,"17379(b) - Special Occurences",63,0,"",
1443,"17379(c) - Public Complaints",63,0,"",
1444,"17379(d) - Feedstock Information",63,0,"",
1445,"17379(e) - Weights and Volumes",63,0,"",
1446,"17379(f) - Ash Throughput",63,0,"",
1447,"17379(g) - Ash Source",63,0,"",
1448,"9) Demolition in Progress",48,0,"",
1449,"10) Soil Excavation w/possible NOA",48,0,"",
